id,"('stabilityai', 'stabilityai/stablelm-2-1_6b')","('stabilityai', 'stabilityai/stablelm-3b-4e1t')","('stabilityai', 'stabilityai/stablelm-base-alpha-3b')","('beespoke', 'BEE-spoke-data/smol_llama-101M-GQA')","('beespoke', 'BEE-spoke-data/smol_llama-81M-tied')","('beespoke', 'BEE-spoke-data/verysmol_llama-v11-KIx2')","('cyberagent', 'cyberagent/open-calm-large')","('statespaces', 'state-spaces/mamba-1.4b-hf')","('statespaces', 'state-spaces/mamba-130m-hf')","('statespaces', 'state-spaces/mamba-370m-hf')","('statespaces', 'state-spaces/mamba-790m-hf')","('jackfram', 'JackFram/llama-160m')","('h2oai', 'h2oai/h2o-danube-1.8b-base')","('bigcode', 'bigcode/gpt_bigcode-santacoder')","('turkunlp', 'TurkuNLP/gpt3-finnish-large')","('turkunlp', 'TurkuNLP/gpt3-finnish-small')","('aiswedenmodels', 'AI-Sweden-Models/gpt-sw3-1.3b')","('aiswedenmodels', 'AI-Sweden-Models/gpt-sw3-126m')","('aiswedenmodels', 'AI-Sweden-Models/gpt-sw3-356m')","('stabilityai', 'stabilityai/stablelm-base-alpha-7b')","('budecosystem', 'budecosystem/boomer-1b')","('dampish', 'Dampish/StellarX-4B-V0.2')","('sail', 'sail/Sailor-0.5B')","('bloom', 'bigscience/bloom-3b')","('scb10x', 'scb10x/typhoon-7b')","('falladrin', 'Felladrin/Minueza-32M-Base')","('itsliupeng', 'itsliupeng/openllama-7b-base')","('sail', 'sail/Sailor-1.8B')","('aiswedenmodels', 'AI-Sweden-Models/gpt-sw3-6.7b-v2')","('cerebras', 'cerebras/Cerebras-GPT-111M')","('vilm', 'vilm/Mixsmol-4x400M-v0.1-epoch2')","('starcoder', 'bigcode/starcoderbase-1b')","('sail', 'sail/Sailor-4B')","('gordicaleksa', 'gordicaleksa/YugoGPT')","('starcoder', 'bigcode/starcoderbase-3b')","('pythia', 'EleutherAI/pythia-1.4b-deduped')","('bloom', 'bigscience/bloom-7b1')","('cerebras', 'cerebras/Cerebras-GPT-2.7B')","('pythia', 'EleutherAI/pythia-160m')","('pythia', 'EleutherAI/pythia-1.4b-v0')","('pythia', 'EleutherAI/pythia-1b-deduped')","('sail', 'sail/Sailor-7B')","('nytk', 'NYTK/PULI-GPTrio')","('pythia', 'EleutherAI/pythia-410m')","('pythia', 'EleutherAI/pythia-410m-deduped')","('gpt-neo', 'EleutherAI/gpt-neo-125m')","('pythia', 'EleutherAI/pythia-2.8b-deduped')","('llm360', 'LLM360/Amber')","('pythia', 'EleutherAI/pythia-2.8b-v0')","('cerebras', 'cerebras/Cerebras-GPT-6.7B')","('starcoder', 'bigcode/starcoderbase-7b')","('Wanfq', 'Wanfq/FuseLLM-7B')","('gpt-neo', 'EleutherAI/gpt-neo-1.3B')","('tencentarc', 'TencentARC/LLaMA-Pro-8B')","('tencentarc', 'TencentARC/Mistral_Pro_8B_v0.1')","('falcon', 'tiiuae/falcon-rw-1b')","('qwen', 'Qwen/Qwen1.5-0.5B')","('qwen', 'Qwen/Qwen1.5-1.8B')","('phi', 'microsoft/phi-1_5')","('gpt-neo', 'EleutherAI/gpt-neo-2.7B')","('pythia', 'EleutherAI/pythia-6.9b-deduped')","('xglm', 'facebook/xglm-564M')","('pythia', 'EleutherAI/pythia-6.9b-v0')","('opt', 'facebook/opt-2.7b')","('amber', 'LLM360/Amber')","('qwen', 'Qwen/Qwen1.5-4B')","('falcon', 'tiiuae/falcon-7b')","('tinyllama', 'TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T')","('xglm', 'facebook/xglm-4.5B')","('tinyllama', 'TinyLlama/TinyLlama-1.1B-intermediate-step-240k-503b')","('qwen', 'Qwen/Qwen1.5-7B')","('mistral', 'mistralai/Mistral-7B-v0.1')","('open-llama', 'openlm-research/open_llama_3b')","('open-llama', 'openlm-research/open_llama_3b_v2')","('tinyllama', 'TinyLlama/TinyLlama-1.1B-intermediate-step-480k-1T')","('tinyllama', 'TinyLlama/TinyLlama-1.1B-step-50K-105b')","('xglm', 'facebook/xglm-7.5B')","('mpt', 'mosaicml/mpt-7b-8k')","('codellama', 'codellama/CodeLlama-7b-hf')","('llama', 'meta-llama/Llama-2-7b-hf')","('open-llama', 'openlm-research/open_llama_7b_v2')","('decilm', 'Deci/DeciLM-7B')","('pythia', 'EleutherAI/pythia-6.9b-deduped_step100000')","('pythia', 'EleutherAI/pythia-6.9b-deduped_step120000')","('pythia', 'EleutherAI/pythia-6.9b-deduped_step140000')","('pythia', 'EleutherAI/pythia-6.9b-deduped_step20000')","('pythia', 'EleutherAI/pythia-6.9b-deduped_step40000')","('pythia', 'EleutherAI/pythia-6.9b-deduped_step60000')","('pythia', 'EleutherAI/pythia-6.9b-deduped_step80000')","('ahxt', 'ahxt/LiteLlama-460M-1T')"
Complexity and Humanity by Yochai Benkler,0.6548727179080044,0.6358217748739285,0.7992883625520188,0.8781035087246815,0.8819843707948926,0.9253560790809994,1.1237700948286138,0.6846718685491395,0.8009827920247979,0.7354777351029502,0.7030764088365591,0.8762702845631875,0.6623033797701187,1.0771966047473134,1.077258928367604,1.3679647789468017,0.7383951109540398,0.8978086504233816,0.805038533672506,0.7421101218890418,0.8645609566650164,0.9134397889644496,0.7408351089005489,0.7050407221635359,0.6050213997919267,1.0374288630316817,0.6390917281304604,0.7027095398806495,0.678495622257767,0.9587145754682748,0.8070033202473812,0.8687258292124588,0.6654431197676075,0.6255683135816411,0.7980336593972862,0.6969449340513103,0.6778012805746783,0.7098435141960675,0.8511106025411939,0.703274660699789,0.7106211278290665,0.6324856859605025,0.6966413226024134,0.7498612642847095,0.7533914260951395,0.8490864783075218,0.6749144061669884,0.6531633071105754,0.6739800895175782,0.6774485920957977,0.7541718125339909,0.6064537812944157,0.714640669092673,0.6144854122937767,0.6292793435940724,0.6906109336303389,0.6993096236314988,0.646732422297475,0.6299739071127239,0.6932645107777455,0.6534354080642271,0.8300672587997011,0.6591363621559246,0.6964412665096119,0.6531633071105754,0.6091650959789722,0.6365889078103544,0.6886670382735574,0.720888921260794,0.8422424470534137,0.5932372397814437,0.5781135659045405,0.6518792308521784,0.6596402109628936,0.7373176372011832,0.7771909063535177,0.7080572049350494,0.6206093206212294,0.6821514537145124,0.6074851921408971,0.641483342809857,0.5895710777786044,0.6604314604679015,0.6543108207662677,0.654037716022083,0.7200987424387242,0.6921093206193936,0.6803037279108551,0.6668046161171532,0.8334249075188281
"Conditionally Human by Miller, Walter M.",0.7680202097230814,0.7493097430823716,0.9308958854213212,1.0308262865336986,1.0280254699944102,1.0763984679130203,1.2731092304065257,0.7979848693489582,0.9178703255545624,0.8499484030241511,0.8159979078185724,1.0055917655883009,0.7755264420630531,1.2132338827415197,1.224333186376359,1.5074676120858697,0.8551003036029494,1.0163813529408885,0.9310442349892842,0.871983167610886,1.00939216620617,1.0593131128504358,0.86350159879489,0.8319190481708647,0.7139888042179212,1.1757098203252505,0.7522544078849771,0.8238731098895591,0.8007768879368968,1.0781323146704689,0.9163058176726194,1.0181659963297294,0.7838160373863514,0.7396466393650327,0.9457254078809304,0.8135762378988994,0.8050453180769594,0.8227036896129698,0.97063750554357,0.8185078605259442,0.8259910251899182,0.7450546587354826,0.8101173301422524,0.8697343969642728,0.8730832591021579,0.969681228988266,0.7898504065860963,0.7688553263950416,0.7964662667622907,0.7929369671940206,0.8984489171564932,0.7165868867535198,0.836621833489405,0.7258258524461483,0.740115223162642,0.8054037995427134,0.8164583575716282,0.7630292467729979,0.7640839471491694,0.8171607949821218,0.770561886302506,0.9524990341329616,0.7751776954320967,0.8051487528221358,0.7688553263950416,0.7208894327472591,0.7423365930225532,0.8063716064303608,0.8400183267157048,0.9939748656918908,0.7055633921015583,0.6839546552927575,0.7697439388736202,0.7766168853045994,0.8513593126852101,0.8995289503391715,0.8280260621109379,0.7353852287551091,0.787719205186493,0.7186071575499003,0.7532583990427195,0.7008742557039132,0.7761510540394071,0.7707207792659884,0.770337211686445,0.8380364569255317,0.8078538284111034,0.7947851471863815,0.7841563811262678,0.9708687316781723
"Confidence Game by Harmon, Jim",0.6934314826540646,0.6718221222690107,0.8587421007332886,0.9388821181395786,0.9401646704330102,0.989208205505952,1.2197116381187307,0.7283101243000268,0.8436697854157569,0.7796820147919848,0.747212206758707,0.9310835519722872,0.6970148585173129,1.1589974435790915,1.1663572898132468,1.4657856899964343,0.7825412339478417,0.9423771602896904,0.8591059150006771,0.7937309932250237,0.9231581618122834,0.9685989900100508,0.7841781348665197,0.7616326559086135,0.6280136995785208,1.078394102271535,0.6768312828914271,0.7401831473249502,0.7232507216484435,1.0035336569355755,0.811869285959983,0.952719198508246,0.7016035941503977,0.6534907520016523,0.8788009825205731,0.7410246813911957,0.730123351001875,0.7480370981086848,0.9028009981420752,0.7509462080679968,0.7591531534132205,0.6575979635871606,0.7405875868422609,0.7969775487736683,0.7992839989191791,0.8935293301863757,0.7181077828542752,0.6947053115313977,0.7231372014921732,0.7148257441133968,0.8252046412128319,0.6305934081699731,0.7605278908951143,0.6390958373408431,0.6559977592164664,0.726096747565009,0.7253967037298265,0.669292129813237,0.6617939307281403,0.738229541525605,0.6943444544854755,0.8748403898289676,0.703421827732689,0.7335256099832232,0.6947053115313977,0.6275685881045431,0.6728628653224271,0.7285782246666614,0.7682529176102117,0.8970713568107452,0.6137842350682138,0.5993173962653421,0.6877890222802933,0.7005697927560364,0.7789748765961401,0.8204917234628107,0.7571493307286032,0.6620692138701556,0.7191139334054641,0.6349943924204254,0.6822576174810756,0.6067228247822434,0.702999665482911,0.6960167013897571,0.6967125235649081,0.7630090995587233,0.7370604029619701,0.7207949452305704,0.7090517821046715,0.8950376663198519
"Conspiracy on Callisto by Pohl, Frederik",0.7387346245574878,0.7149255206070521,0.9175973448967116,1.0129850884948617,1.0191527935565392,1.0741514640593597,1.2977200750678877,0.7715412767787877,0.8937666584983134,0.827688688756581,0.7958461915179795,0.9960029282606724,0.748480393577141,1.2286665230334808,1.228161672554538,1.5254119400385686,0.8306151132535944,0.9977185630976112,0.9026036524835176,0.8434554322330714,0.988712296142563,1.0298420327850597,0.8391284074425872,0.8062934922629714,0.6751966368589618,1.1719288027591317,0.7236638181369851,0.7987814963549876,0.7676656790671118,1.069559403671544,0.8915216166191344,1.0121236914704017,0.7555653091641569,0.7026903307148529,0.9331122839196634,0.7857942714331434,0.7786291770590117,0.7995439585612423,0.9603723881745162,0.7980571037229756,0.8031379134625977,0.7055339045069029,0.7850594410225079,0.8485235374120051,0.8509216174100825,0.9551408133077984,0.7603410491407532,0.7401281131809833,0.769589687398792,0.7644276458203952,0.8808677459349906,0.6809841613182445,0.808873091395162,0.690344200500045,0.7013389910143609,0.7789964576000163,0.7877880889506014,0.7294270855080507,0.7300896831458377,0.7856612819953709,0.739778324718019,0.9346546378934532,0.7475113291146408,0.784678756441433,0.7401281131809833,0.6796215434646697,0.7152644073229701,0.7774970079032413,0.8173831830888096,0.96430017555173,0.6670651100677673,0.6450156139581906,0.736104024095768,0.7473557997102555,0.8247293564992146,0.877028022245658,0.8052885885722519,0.702856784545025,0.7639270406225525,0.6833993702415768,0.7273451312698909,0.6562749756148113,0.7484271907958141,0.7429026092477556,0.7414117987663938,0.8102974038636902,0.778433091868367,0.7663667665881861,0.7559151958542956,0.9514779936980152
"Cosmic Yo-Yo by Rocklynne, Ross",0.8025526864541581,0.7812545283872939,0.9881727498284144,1.063409585838824,1.0755068272546413,1.1243044786887866,1.3232229454679083,0.835666665519686,0.9604903754927228,0.8921031661376393,0.8572051697609776,1.048634676236008,0.8095904782393345,1.2536166464194405,1.2946755557165412,1.5926956468392874,0.8980800089346711,1.065862668119387,0.9814347369402832,0.91441342723645,1.052156237976833,1.1140398790631438,0.9042775299028688,0.8702212300476805,0.743190324202745,1.2142433241444943,0.7834573722791413,0.8669219428995066,0.8339070411463344,1.12055474462058,0.9755390729411962,1.0605823294590315,0.8165578888975639,0.767959940996767,0.984109493156909,0.8517683384198734,0.8474208978582837,0.8659180779182136,1.0193865221804483,0.8601016158662126,0.8667871273194302,0.7806907096006072,0.8507166483226556,0.9060229168559694,0.915108280252943,1.0099409883758022,0.8250194785461782,0.8021594957057233,0.8301176854154096,0.8246644463229241,0.9385061671217468,0.7481635858877552,0.8728152350131831,0.7566526366269348,0.7701153652668214,0.841603613661679,0.8533833306003185,0.7998938556107684,0.7999076274846638,0.8505105365827352,0.8077886973061277,0.9940080088962616,0.8096689417957129,0.8467898615134289,0.8021594957057233,0.7535771268590191,0.7757818923415315,0.8437889053255109,0.8762338144955616,1.030783156679265,0.737468238232689,0.7116817017822497,0.8029286432411662,0.8117025810554823,0.8923215955020478,0.9392831453495106,0.8642674629352,0.7677178185560116,0.8237048586583694,0.7497652052149846,0.7896925653835306,0.7266813019616933,0.8150969543418076,0.8083094761189389,0.8094815119099745,0.8747874892852648,0.8449898711036699,0.8315514345332768,0.8233432015960057,1.02077955927801
"Counterweight by Sohl, Jerry",0.7549655924979362,0.728834492551264,0.9154085593282903,1.0127695145802316,1.0216966995014074,1.0628532876950578,1.2978626430455462,0.7815064945987975,0.9009165125011792,0.8391958089593191,0.8011926464835937,1.0007243012879063,0.7563476070761973,1.2244415357503635,1.2481768106671092,1.54795980166895,0.8352863947245137,0.997711534994568,0.9141417679981731,0.8478390582562542,0.9985925124674389,1.0193916934251397,0.8553924673025329,0.8210526551665794,0.683115796604913,1.154602947747171,0.7304745124019264,0.8107521152973465,0.7783139348618259,1.063819742305305,0.8985951187472495,1.0117153481816217,0.7688907877538224,0.709221595936158,0.9378493010566362,0.7979905345608133,0.791602628847278,0.8057912013373466,0.9596820568599124,0.8038773931774562,0.8133867941355089,0.722873914294586,0.7977124501155531,0.8583395204775306,0.8615370453160407,0.9496040014710336,0.7736919555957027,0.7506293291634862,0.7762893360129501,0.7719332562413231,0.8908212498705472,0.6906755068994065,0.8191746914840999,0.702137356695652,0.704582073226195,0.7891308453831657,0.8055266835280005,0.741862640362575,0.7385555018735583,0.7969165758797861,0.750485453238339,0.9410157377454642,0.7555347549107041,0.7940057234304005,0.7506293291634862,0.6941475355167843,0.7214007610365801,0.7932376728978998,0.8278303065391129,0.9737253281724688,0.6772815401150287,0.6513224081336738,0.7493541539814098,0.7579789363346194,0.8452774368961286,0.8877454419278021,0.8148651035659951,0.7132542527613739,0.7720556486123116,0.6919543416195363,0.7346113493329413,0.6648962895647582,0.7556114926879027,0.7510081885178209,0.7517205054770215,0.8220228067254086,0.7888407652578763,0.7761475992711563,0.766251786574867,0.9574030063858036
"Cultural Exchange by Laumer, Keith",0.8067972687173963,0.7824068596337868,0.9810025393515852,1.0679454001256146,1.0715169036863428,1.1166442076804357,1.3156858527932151,0.8372628845200344,0.9573521065077368,0.894551368978618,0.8566286058574749,1.0501533742560036,0.8118488811401903,1.2476220314754296,1.2790473931282762,1.5578660052620577,0.8973188591182966,1.060727624811132,0.9694082012200966,0.9027655099262732,1.0414350591785866,1.1015567910638204,0.9076557465248102,0.867533448180659,0.7500582161072664,1.2265218591025389,0.7831684602225157,0.865066106059085,0.8362038645959213,1.1190941718945413,0.978028752385634,1.0531824753446566,0.8234107017840975,0.7685988494670268,0.9851368422660663,0.8548120168250989,0.8426137340124811,0.8664316540874489,1.0150857244341236,0.8592916877046946,0.8690248892826231,0.7871877238634327,0.8474666516847598,0.9113817697330496,0.9136999843674692,1.0082901682229128,0.8271169114783554,0.8048049299511708,0.8336591251407832,0.8305014342030278,0.9360251425770242,0.7444900595584667,0.8735089152451603,0.7561662906304706,0.7649654042998842,0.8429701940831155,0.8676340657154049,0.8014184370611838,0.8064877978767828,0.8500956095793537,0.8047676170675757,0.9889264708409772,0.8095010609373388,0.8456946091187221,0.8048049299511708,0.7623867524550216,0.7728573453500267,0.8438501351490681,0.8734105679977114,1.026195233806635,0.7439949343545095,0.7107404077289561,0.8066861973644154,0.8114434140296196,0.8911264744284155,0.9350901861722192,0.8619063278890194,0.773909883251451,0.8268393543567597,0.74776595850499,0.7917998235017204,0.7293234033523713,0.8115893529697368,0.8044171708779941,0.8052412732908876,0.8799557721209097,0.8459490073557455,0.8312033266820013,0.8207072732703106,1.0164155495533116
"Dangerous Quarry by Harmon, Jim",0.7512953643353796,0.72840041806923,0.932492961846144,1.0080573610070265,1.0082603611049987,1.0598908287712263,1.250513682309432,0.7842050420699188,0.8994267605565659,0.8345524662914585,0.8034938622780863,0.981069790464636,0.7563196175280303,1.191331580983617,1.216447798390444,1.511344750213277,0.8354528256631191,0.995259881954884,0.9075890770217472,0.8619104329142618,0.975570731586627,1.0376269481995353,0.8372505606905989,0.8091040854101834,0.6890112306006541,1.1447812051917732,0.7322423616515488,0.8037177199249549,0.7778324798701997,1.061444266616373,0.9039689513627908,0.9948964560840132,0.7637443767700054,0.7114591897299806,0.9248209459541964,0.7985405520950136,0.7787147479893319,0.8063866473349097,0.9544047060232846,0.802810077583615,0.8109596184397816,0.7222191115378199,0.7920441014409162,0.8516772129864256,0.8574897053257767,0.9492049753763264,0.7716659242340034,0.7508087657180489,0.7797412070741028,0.7703812897229357,0.8791414716075887,0.6950079391751118,0.8152899869805024,0.7029089041452542,0.7063343012836407,0.7830206131709405,0.7876256760739555,0.7366185888125443,0.7309571494109299,0.7939033505081384,0.7523361341922141,0.9282354431708222,0.7573730556707721,0.7891358140406312,0.7508087657180489,0.6911452096084595,0.7247932181015947,0.7874253172085648,0.820035541103662,0.962672205183942,0.6779052826560493,0.6568424470601314,0.7463051137295404,0.757494264579221,0.8321927288705662,0.8742059320794181,0.8073378571813057,0.7144405689995081,0.7732526912566515,0.6980888043681588,0.7361347765171621,0.6706731256990817,0.7596201706599834,0.7526208241369359,0.7542693061953352,0.8159138230498617,0.7894279632497563,0.7784399940081826,0.7674193867824561,0.9509748911665111
Dark Side Lite by David Edelstein,0.7282708675094074,0.7049457890310429,0.9365123626649466,1.014182437768185,1.0173293389695968,1.081551745723788,1.3044506319296103,0.7648098190467841,0.8935387413407168,0.8198091136080402,0.7866740896900691,0.9850707085179988,0.7338438096152554,1.2435602752815982,1.2325615029623154,1.5513138684100125,0.8316203940143988,1.0070435742585298,0.9080393521446032,0.851970831897306,1.0038292241725624,1.0300682835917387,0.833198681062946,0.8108310840846245,0.6721918212645759,1.17194399234998,0.709024503538392,0.7918963042561745,0.7635112080792604,1.0715280445290745,0.9300267998622492,1.0102908141934717,0.745858479886303,0.6988755529267677,0.9315069951071334,0.7782937834967559,0.7756471304924905,0.8001915331551317,0.9546631271988912,0.7874480079326366,0.7949896730313923,0.7054956582005029,0.78474185329883,0.8416464193656585,0.8442734437648658,0.9432934732674292,0.75425669209401,0.7266973967530647,0.757157826607554,0.759083722687751,0.880005945796694,0.6733290511248312,0.8041672911318715,0.6856455199959648,0.6938452937079214,0.7650602467926193,0.7896761186248307,0.7294063820648127,0.7716815922205591,0.7787530245567068,0.7313089400790309,0.9242457708327332,0.7391120917347477,0.7633941491043158,0.7266973967530647,0.6816790785290525,0.703086474261203,0.7660681728290978,0.8074686316239239,0.9786235104849376,0.66485082554091,0.6424460479390431,0.7249271064640355,0.7328693086482896,0.8208975127302094,0.8630428747620822,0.793500906125103,0.6984507564208929,0.7583853826549611,0.677983061956293,0.7134168288414379,0.6539106484077558,0.7399821635278522,0.7310841168667427,0.7312285916860715,0.8071854997290188,0.7738266275003842,0.7583190226849897,0.7465160028188395,0.9772880457027284
Diamonds in the Rough by John Pastier,0.6735325674702811,0.6477463123441861,0.8721700257323797,0.9428852803744376,0.9490806715462056,1.0029712444382597,1.2008714009147987,0.7048688366706299,0.8299738865969585,0.7631564292520088,0.7278210623767173,0.9068465833637156,0.6746832637703846,1.1666963372673882,1.1523060724843852,1.4603477233069693,0.763052496008967,0.9406022272883724,0.846869877391001,0.7995882022154062,0.915756358191445,0.937201397525072,0.7734767236482182,0.7503993050823302,0.6229690864167645,1.0881156578487912,0.6512867540828282,0.7310685983795782,0.7007926420272462,1.007788910077193,0.8594292066531759,0.9669563915638631,0.6867522610300926,0.6450007893198967,0.8808459661303308,0.7216878459790479,0.7125689824833636,0.7374929228639299,0.8886874011099064,0.731251762916644,0.7374977212901065,0.6494132378581673,0.7221897729596178,0.7813369401697556,0.7844357952815797,0.8856923854562926,0.6967504824671094,0.6702949639898255,0.6983847321576543,0.695382252339801,0.8258548562531522,0.6210311026265982,0.7421755842257649,0.6325372470195855,0.6348245790004464,0.7043777207298949,0.7289271457572853,0.6708915231869538,0.6902301347919582,0.7195518515489008,0.6684747487189596,0.8610818293205048,0.6781256285854125,0.7079205360331499,0.6702949639898255,0.6313747563843828,0.6468053850369041,0.7088293584669186,0.7458908124741731,0.8850161563550109,0.611616056794355,0.5890502375362627,0.6675518463975852,0.6740421735717005,0.7635759738810909,0.8007451836204668,0.7306771150509784,0.6379512335792257,0.7047384641169083,0.6224067123089231,0.6539922548641229,0.5963371474960331,0.6784091754130352,0.6709075465910328,0.6702183901620764,0.7457502656221616,0.7137340743852113,0.6986567620592722,0.6858166819511919,0.8778807704478829
Dirty Laundry by David Edelstein,0.7423580893755982,0.7219168717518392,0.9378385887275345,1.0052244863306172,1.0114898222394886,1.0703693633299154,1.2902334508718964,0.7809435406632715,0.9034805315147602,0.8362851329985795,0.8028998149320364,0.9899094764805536,0.7510969422103778,1.2609101093073811,1.2272160654142268,1.5479441674759105,0.8429501448925644,1.003497888364298,0.9155241799863596,0.8703469724646408,0.983315378331907,1.045232364863043,0.8375644392414296,0.8269686180169028,0.6948159611174636,1.1696798017667422,0.7254885357448468,0.80227653240983,0.7802762188923988,1.0744921418248372,0.923625788774202,1.0214330814646162,0.7626162852127201,0.7204225683902006,0.9404491312944396,0.7968142714165249,0.7915877614073301,0.8125120461585568,0.9574482919589556,0.8060655447787697,0.8106751061249918,0.7242322056744018,0.7986650280728217,0.8539391200366354,0.8623011221466569,0.957289796807644,0.7695110610632051,0.7447164901460729,0.7751065268619254,0.7754030577494495,0.8877374002785152,0.6940528697589221,0.8192491825664582,0.7060846362147031,0.7092705534391256,0.7783705756192817,0.7954404726569948,0.7386762701755946,0.7630518508528245,0.7943908443016952,0.7501212138295803,0.9273308915328872,0.7566914546394159,0.7874522288788486,0.7447164901460729,0.6938262602117627,0.7240330757531216,0.780883294644616,0.8156272098030992,0.9732871932545076,0.6857731382499068,0.6625519417547526,0.7419846509792103,0.750415895748576,0.8310478459959499,0.8688558159139161,0.8012379692769469,0.7182543045619753,0.7746166923558698,0.6968603026083632,0.7322207617678558,0.6717035089028848,0.7588379327642157,0.750899813470689,0.7513424554826915,0.8206975807036128,0.7923915245041866,0.7747141691998031,0.7651327640984382,0.9856190246071203
"Disturbing Sun by Richardson, Robert S. (Robert Shirley)",0.7097352770756067,0.6839048298115401,0.8913628242312359,0.9244930384812052,0.9253014441015888,0.9689921829908534,1.173445903700568,0.7383045433763608,0.8457399088996836,0.7856284326716103,0.7561753020718518,0.928207308742842,0.7167070508198145,1.098193241253283,1.1285702757495488,1.4307107240583452,0.7895911840686862,0.9330477406479714,0.8589581568214039,0.8090055754288504,0.9032084644007508,0.9905732476683508,0.7955443251995508,0.7573600496430771,0.6540826960024436,1.0836029479743143,0.6916376343961282,0.7588688564727987,0.7303541918062664,0.9881175648964926,0.8562762126068384,0.912444317692582,0.7209104121478866,0.6766193722670567,0.8521057098373654,0.7516370205691595,0.7335506752065357,0.7606207172836149,0.8939530814993688,0.7592419332277736,0.7626185805823774,0.6791183765162409,0.7483588921385466,0.7989642906802191,0.8024737844371049,0.8913754448617774,0.7234529452429335,0.7095859942367369,0.7313390604594877,0.7255098395847336,0.8122046004667269,0.6594179771037038,0.7664854535640429,0.6662770811448265,0.6756073320864324,0.7456062876310202,0.751292387169351,0.6958187726878974,0.688097609829058,0.7476462490670688,0.7066384357506336,0.8763330023005235,0.7138621163546849,0.7553628914012581,0.7095859942367369,0.6570233102828676,0.685614654892126,0.7435507018681078,0.7774073163836319,0.9135275593903032,0.6417588041000586,0.6241870919854735,0.7093890901472408,0.7134091871563507,0.7884026772866146,0.8324231274555063,0.7653682062137751,0.6774170166984579,0.7313693174099418,0.6605556623988137,0.6933193295539122,0.6357023230789566,0.7154340890224602,0.7070695252107695,0.7087259281429724,0.7743184960387662,0.7467136870962223,0.7329791319976903,0.723724186557673,0.8838405619100523
Divided we stand by Tim Maughan,0.7195818194185749,0.6980766740004147,0.8816358528535087,0.9788807337580352,0.9811548802223966,1.0328132815105215,1.2397958454952551,0.7552393381231198,0.8762314558173244,0.8099642452804274,0.7768486250895135,0.9595466957719218,0.7250503804438019,1.2125405179772517,1.1920159212045025,1.492944595029465,0.8110635028173204,0.9728880872451036,0.8835454270785226,0.8237472459908749,0.9660016750609254,0.9927988911491212,0.8100979994313583,0.7859511062444025,0.6627135061858257,1.128670214091651,0.7041481284050135,0.7694066052596238,0.749370662128348,1.0301810993383318,0.8762092962464605,0.98301901131768,0.7309932863531813,0.6889478104460348,0.9013549385985722,0.7708646133946423,0.7502950577360965,0.7785847056359294,0.9343011976875848,0.7751159354826654,0.7816565134707292,0.6914478125381502,0.765915497943822,0.8245853931945903,0.835938480914243,0.9300131440591932,0.7438101884857713,0.7189330190596065,0.7483847609627444,0.7438522747092767,0.8520283658639562,0.6669572880106925,0.7890461684451531,0.6761970267450923,0.6871936679891205,0.7545149463629219,0.7623158681049363,0.7059257198362711,0.6897050124441204,0.7648721052763578,0.721738506479559,0.9042767519195154,0.7288356738866001,0.7581949586094474,0.7189330190596065,0.6640438701662674,0.6983543639343359,0.7553018527376547,0.7952882734527751,0.9149976805671438,0.6492968173290475,0.6342809694487451,0.7170648201454589,0.7261129274790913,0.8012896949446603,0.8422806419879523,0.7771841372395172,0.6891842108222388,0.7464954489447659,0.6691965219705162,0.7051899203172152,0.6494242322263866,0.7292107359475207,0.7236989877564578,0.7229865754409254,0.794693472964846,0.7640727477019598,0.7511903394714915,0.7415513698692741,0.9249078398302087
"Doctor Universe by Jacobi, Carl",0.8095744031308396,0.7873313965392769,0.9959613280322585,1.0582074735161169,1.0675233952905387,1.1102887726261106,1.334781771187863,0.8403198862232095,0.954743572862123,0.8940568486059604,0.8612079830243811,1.0455745273900805,0.8144145853442029,1.2700200572789089,1.290914957656221,1.5963176019884755,0.9014863208359464,1.053891147163261,0.9729231610879052,0.923015139831613,1.0531816645189886,1.1005006948791018,0.904772398411002,0.8784792665063138,0.7504984588596628,1.2046079396608695,0.7941936361100186,0.8634250227367762,0.8380746701311309,1.1151106885532116,0.966394099655537,1.0602919762029677,0.8248737563726821,0.7807916687255135,0.9870618692698376,0.8538565034496702,0.8507640489116115,0.8639810847775068,1.0127584317789884,0.8640114116537245,0.8670756803951648,0.7836022857759508,0.8514329179019763,0.9114805964400822,0.9140343685453126,1.008337170203602,0.8317408753184323,0.8098383625601423,0.8369183943179082,0.8312375617682924,0.9381542993338682,0.7547352881647412,0.8745232379051913,0.7615306923318453,0.7798273653826783,0.8416987064153092,0.8524084215081109,0.7955454028886986,0.7978504879660158,0.8512731218120262,0.8110303682884286,0.9904316704090672,0.8191686152347996,0.8491459038192676,0.8098383625601423,0.7555127638772772,0.7846332792673181,0.8490312056974869,0.8801639962035438,1.0307453435460752,0.7398599789681132,0.7232207682222963,0.8100449485741983,0.8163671861147723,0.8929147126114606,0.936370716754108,0.8680059321535318,0.7769752556665992,0.8340807055719985,0.7574703629386229,0.7973252883077301,0.7380038190450626,0.8176235145684262,0.8119350068833917,0.8126671666665023,0.8788997701869318,0.8493208801661832,0.8341888062267035,0.824550844234161,1.0167206432001632
